FullDate,WaterbodyName,pH,Dissolved Oxygen,Conductivity @25°C
2018-08-01,Levally,7.6,57.75,150.0
2018-08-01,SWILLY BURN_010,7.6,52.65,372.0
2018-08-01,Glenville,6.4,37.15,320.0
2018-08-01,Ballinhassig East,8.0,31.0,303.0
2018-08-01,Ballinhassig East,7.1,35.1,334.0
2018-08-01,Carrigdrohid,7.6,49.15,161.0
2018-08-01,BEHY (NORTH MAYO)_010,7.7,57.25,444.0
2018-08-01,LEE (CORK)_040,7.3,48.75,94.0
2018-08-01,BEHY (NORTH MAYO)_010,7.7,57.25,444.0
2018-08-01,EIGNAGH_030,8.1,46.0,388.0
2018-08-01,GLORE (MAYO)_020,8.3,58.45,581.0
2018-08-01,Ballinhassig East,7.6,1.7,423.0
2018-08-01,Ballinhassig East,7.3,1.65,552.0
2018-08-01,Ballinhassig East,7.7,5.0,579.0
2018-08-01,Ballinhassig East,6.0,33.85,144.0
2018-08-01,MOY_080,8.2,56.4,471.0
2018-08-01,Cullin,8.2,56.65,231.0
2018-08-01,EIGNAGH_030,8.1,46.0,388.0
2018-08-01,Cullin,8.2,57.75,232.0
2018-08-01,Cullin,8.2,57.65,231.0
2018-08-01,SHANGANAGH_010,8.4,53.7,356.0
2018-08-01,Belmullet,7.2,1.1,734.0
2018-08-01,Lee (Cork) Estuary Lower,7.8,97.0,356.0
2018-08-01,Belmullet,7.1,1.1,718.0
2018-08-01,Lee Valley Gravels,7.4,9.35,518.0
2018-08-01,DUNGOURNEY_020,8.4,42.4,304.0
2018-08-01,SULLANE_050,7.6,48.75,145.0
2018-08-01,Midleton,7.5,26.65,585.0
2018-08-01,YELLOW (FOXFORD)_020,8.1,58.35,220.0
2018-08-01,CARRIGAHORIG STREAM_010,8.3,55.1,666.0
2018-08-01,BUTLERSTOWN_010,8.3,48.85,292.0
2018-08-01,SWILLY BURN_010,7.6,52.65,372.0
2018-08-01,SPADDAGH_010,8.2,58.6,460.0
2018-08-01,Swinford,7.0,33.95,733.0
2018-08-01,SHOURNAGH_030,8.0,58.5,285.0
2018-08-01,CAMCOR_050,8.2,36.3,556.0
2018-08-01,CAMCOR_020,8.4,41.6,342.0
2018-08-01,LEE (CORK)_090,7.7,44.2,218.0
2018-08-01,LEE (CORK)_020,7.1,53.7,73.0
2018-08-01,Ballinhassig West,6.7,7.7,280.0
2018-08-01,BUTLERSTOWN_020,8.1,54.85,247.0
2018-08-01,Ballinhassig East,6.0,33.85,144.0
2018-08-01,Ballinhassig East,8.0,39.1,1274.0
2018-08-01,SHOURNAGH_040,8.3,58.65,286.0
2018-08-01,Ballinhassig East,5.9,1.65,218.0
2018-08-01,EIGNAGH_010,7.9,46.3,186.0
2018-08-01,OWENNACURRA_040,7.9,44.5,554.0
2018-08-01,Ballinhassig East,6.1,2.2,238.0
2018-08-01,Ballinhassig East,8.0,31.0,303.0
2018-08-01,Conn,8.2,53.3,271.0
2018-08-01,GLENCREE_010,7.4,50.05,128.0
2018-08-01,Ballinhassig East,7.1,35.1,334.0
2018-08-01,Ballinhassig East,7.6,1.7,423.0
2018-08-01,GLENCREE_010,7.4,50.05,128.0
2018-08-01,Belmullet,6.6,0.55,575.0
2018-08-01,MOY_120,8.1,53.9,308.0
2018-08-01,Ballinhassig East,6.6,2.2,415.0
2018-08-01,Ballinhassig East,7.3,1.65,552.0
2018-08-01,Ballinhassig East,7.7,5.0,579.0
2018-08-01,MOY_080,8.2,56.4,471.0
2018-08-01,CASTLEBAR_020,7.9,59.4,383.0
2018-08-01,ST JOHNSTON_010,8.0,56.0,432.0
2018-08-01,Belmullet,7.9,1.1,488.0
2018-08-01,Belmullet,7.0,1.15,632.0
2018-08-01,Belmullet,7.3,3.9,643.0
2018-08-01,Belmullet,6.5,1.1,633.0
2018-08-01,Belmullet,6.1,11.55,305.0
2018-08-01,Belmullet,5.8,15.55,303.0
2018-08-01,Ballinhassig East,8.0,39.1,1274.0
2018-08-01,SHOURNAGH_040,8.3,58.65,286.0
2018-08-01,Owenacurra Estuary,7.4,156.0,356.0
2018-08-01,CORROY_010,7.8,56.75,626.0
2018-08-01,CASTLEBAR_020,7.9,59.4,383.0
2018-08-01,BUTLERSTOWN_030,8.3,55.35,300.0
2018-08-01,GWEESTION_020,8.2,57.0,509.0
2018-08-01,Ballinhassig West,6.7,7.7,280.0
2018-08-01,Cahersiveen,6.4,30.45,354.0
2018-08-01,BUTLERSTOWN_010,8.3,48.85,292.0
2018-08-01,CLYDAGH (CASTLEBAR)_010,7.8,64.65,126.0
2018-08-01,LEE (CORK)_080,7.8,49.2,195.0
2018-08-01,LEE (CORK)_040,7.3,48.75,94.0
2018-08-01,CLYDAGH (CASTLEBAR)_010,7.8,64.65,126.0
2018-08-01,Swinford,7.0,33.95,733.0
2018-08-01,LEE (CORK)_090,7.7,44.2,218.0
2018-08-01,Midleton,7.5,26.65,585.0
2018-08-01,YELLOW (FOXFORD)_020,8.1,58.35,220.0
2018-08-01,Ballinhassig East,7.0,1.1,425.0
2018-08-01,CORROY_010,7.8,56.75,626.0
2018-09-01,GLASHABOY (LOUGH MAHON)_010,7.2,54.55,217.0
2018-09-01,YELLOW (KNOCK)_010,8.0,49.5,662.0
2018-09-01,LEE (CORK)_080,7.4,44.55,199.0
2018-09-01,LEAFFONY_010,7.9,44.15,565.0
2018-09-01,GLENREE_030,8.1,52.855,488.0
2018-09-01,LEE (CORK)_030,6.9,57.15,79.0
2018-09-01,GLORE (MAYO)_020,8.2,55.5,609.0
2018-09-01,GLORE (MAYO)_020,7.9,57.0,506.0
2018-09-01,GWEESTION_020,8.1,54.45,556.0
2018-09-01,GLENREE_030,8.1,55.08,488.0
2018-09-01,YELLOW (FOXFORD)_020,8.2,55.35,258.0
2018-09-01,YELLOW (KNOCK)_020,7.9,50.0,537.0
2018-09-01,CASTLEBAR_040,7.9,50.2,404.0
2018-09-01,YELLOW (KNOCK)_020,7.9,50.0,537.0
2018-09-01,BELLAWADDY_020,8.0,48.7,637.0
2018-09-01,SULLANE_020,7.2,54.15,108.0
2018-09-01,MANULLA_010,7.6,35.35,493.0
2018-09-01,SPADDAGH_010,8.1,56.0,506.0
2018-09-01,SPADDAGH_010,7.9,51.85,478.0
2018-09-01,LEE (CORK)_080,7.4,44.55,199.0
2018-09-01,GLENREE_030,8.1,52.855,488.0
2018-09-01,DRIPSEY_010,7.0,54.55,101.0
2018-09-01,CROSS ROADS STREAM_010,7.7,55.45,239.0
2018-09-01,CASTLEBAR_030,8.0,49.1,514.0
2018-09-01,YELLOW (FOXFORD)_010,7.9,55.25,220.0
2018-09-01,FINN (DONEGAL)_060,6.9,55.0,84.0
2018-09-01,BEHY (NORTH MAYO)_010,7.6,54.2,515.0
2018-09-01,YELLOW (KNOCK)_010,8.0,49.5,662.0
2018-09-01,GWEESTION_010,8.1,54.85,562.0
2018-09-01,SWINFORD_010,8.1,53.1,624.0
2018-09-01,MOY_070,8.0,51.6,363.0
2018-09-01,LEE (CORK)_020,6.9,54.4,74.0
2018-09-01,SWINFORD_010,8.2,54.4,607.0
2018-09-01,SULLANE_060,7.0,57.2,152.0
2018-09-01,YELLOW (FOXFORD)_020,8.2,55.35,258.0
2018-09-01,GWEESTION_020,8.1,54.45,556.0
2018-09-01,GWEESTION_010,8.1,54.85,562.0
2018-09-01,FINN (DONEGAL)_080,6.9,54.4,99.0
2018-09-01,CASTLEBAR_010,7.8,54.9,357.0
2018-09-01,BELLAWADDY_010,8.0,47.35,637.0
2018-09-01,Ballinhassig East,6.0,39.9,109.0
2018-09-01,Ballinhassig East,6.1,26.65,288.0
2018-09-01,YELLOW (FOXFORD)_010,7.9,55.25,220.0
2018-09-01,FINN (DONEGAL)_080,7.0,52.25,109.0
2018-09-01,TRIMOGE_030,8.3,57.1,513.0
2018-09-01,BELLAWADDY_010,8.0,47.35,637.0
2018-09-01,LEAFFONY_020,8.3,51.25,642.0
2018-09-01,CORROY_010,7.7,44.7,665.0
2018-09-01,LEE (CORK)_040,7.1,54.05,91.0
2018-09-01,Midleton,7.3,26.65,593.0
2018-09-01,SULLANE_050,7.1,54.05,130.0
2018-09-01,MOY_100,8.3,55.1,317.0
2018-09-01,Glenville,7.0,30.9,538.0
2018-09-01,BELLAWADDY_020,8.0,48.7,637.0
2018-09-01,SULLANE_060,7.0,57.2,152.0
2018-09-01,LEE (CORK)_020,6.9,54.4,74.0
2018-09-01,CARROWKERIBLY LOUGH STREAM_010,8.1,55.05,298.0
2018-09-01,Ballyshannon East,7.1,6.7,866.0
2018-09-01,LEE (CORK)_030,6.9,57.15,79.0
2018-09-01,SULLANE_050,7.1,54.05,130.0
2018-09-01,GLENCREE_010,6.9,55.2,86.0
2018-09-01,LOUGHNAMINOO STREAM_010,7.5,42.55,430.0
2018-09-01,GLORE (MAYO)_020,8.2,55.5,609.0
2018-09-01,GLORE (MAYO)_020,7.9,57.0,506.0
2018-09-01,GLENFELLY STREAM_010,7.3,54.25,111.0
2018-09-01,DRIPSEY_020,7.6,57.55,191.0
2018-09-01,DRIPSEY_020,7.2,54.8,170.0
2018-09-01,LEE (CORK)_090,7.4,47.3,214.0
2018-09-01,MOY_090,8.2,47.7,456.0
2018-09-01,MOY_090,8.2,53.3,462.0
2018-09-01,LEE (CORK)_040,7.1,54.05,91.0
2018-09-01,GLENREE_030,8.1,55.08,488.0
2018-09-01,GLENFELLY STREAM_010,7.3,54.25,111.0
2018-09-01,SONNAGH (MOY)_010,8.1,54.9,448.0
2018-09-01,MANULLA_030,8.0,47.3,577.0
2018-09-01,SONNAGH (MOY)_010,8.0,54.3,492.0
2018-09-01,SONNAGH (MOY)_010,8.1,54.9,448.0
2018-09-01,DARGLE_030,8.0,56.85,300.0
2018-09-01,POLLAGH_030,7.9,49.5,531.0
2018-09-01,CLYDAGH (CASTLEBAR)_010,7.3,54.9,123.0
2018-09-01,BURN DAURNETT_010,7.2,53.85,156.0
2018-09-01,BURN DAURNETT_010,7.3,53.85,109.0
2018-09-01,LEE (CORK)_040,7.1,54.05,91.0
2018-09-01,DEEL (CROSSMOLINA)_020,6.6,53.4,91.0
2018-09-01,MOY_070,8.0,51.6,363.0
2018-09-01,Clare-Corrib,6.8,17.75,738.0
2018-09-01,LEE (CORK)_040,7.1,54.05,91.0
2018-09-01,Clare-Corrib,7.0,7.2,684.0
2018-09-01,DEEL (CROSSMOLINA)_050,7.7,55.4,259.0
2018-09-01,Clonaslee West,7.1,35.45,551.0
2018-09-01,MOY_080,8.2,55.9,532.0
2018-09-01,LEE (CORK)_030,6.9,57.15,79.0
2018-09-01,POLLAGH_010,7.8,53.9,537.0
2018-09-01,SWINFORD_010,8.2,54.4,607.0
2018-09-01,BEHY (NORTH MAYO)_010,7.6,54.2,515.0
2018-09-01,CLOONAGHMORE_020,7.9,55.1,242.0
2018-09-01,TRIMOGE_010,7.9,50.55,522.0
2018-09-01,Inniscarra,7.4,53.8,181.0
2018-09-01,Inniscarra,7.6,53.8,175.0
2018-09-01,CLOONAGHMORE_040,8.0,55.6,337.0
2018-09-01,Bredagh,7.1,37.2,660.0
2018-09-01,Inniscarra,7.8,55.35,169.0
2018-09-01,CLOONAGHMORE_060,8.0,53.55,450.0
2018-09-01,LEE (CORK)_090,7.4,47.3,214.0
2018-09-01,GLENCREE_010,6.9,55.2,86.0
2018-09-01,CLOONAGHMORE_020,7.9,55.1,242.0
2018-09-01,DARGLE_030,8.0,56.85,300.0
2018-09-01,MANULLA_020,7.7,44.8,530.0
2018-09-01,DEEL (CROSSMOLINA)_020,6.6,53.4,91.0
2018-09-01,CLYDAGH (CASTLEBAR)_020,7.7,54.8,169.0
2018-09-01,CASTLEBAR_030,8.0,49.1,514.0
2018-09-01,MANULLA_020,7.7,43.0,529.0
2018-09-01,SLIEVECLAUR_010,8.0,46.9,659.0
2018-09-01,Ballinhassig East,6.0,39.9,109.0
2018-09-01,TRIMOGE_020,8.0,54.45,633.0
2018-09-01,Ballinhassig East,6.1,26.65,288.0
2018-09-01,DEEL (CROSSMOLINA)_040,7.7,55.75,159.0
2018-09-01,MANULLA_030,8.0,47.3,577.0
2018-09-01,POLLAGH_040,8.0,52.05,533.0
2018-09-01,Midleton,7.3,26.65,593.0
2018-09-01,LEE (CORK)_030,6.9,57.15,79.0
2018-09-01,MANULLA_010,7.6,35.35,493.0
2018-09-01,CASTLEBAR_020,7.9,54.9,362.0
2018-09-01,SLIEVECLAUR_010,8.0,46.9,659.0
2018-09-01,LOUGHNAMINOO STREAM_010,7.5,42.55,430.0
2018-09-01,SONNAGH (MOY)_010,8.0,54.3,492.0
2018-09-01,MOY_120,8.1,52.05,320.0
2018-09-01,MOY_120,8.2,52.1,311.0
2018-09-01,GLASHABOY (LOUGH MAHON)_010,7.2,54.55,217.0
2018-09-01,MANULLA_040,8.0,52.3,579.0
2018-09-01,MANULLA_040,8.1,52.4,591.0
2018-09-01,Clonaslee West,7.1,35.45,551.0
2018-09-01,CASTLEBAR_040,7.9,50.2,404.0
2018-09-01,Clonaslee West,7.0,27.2,595.0
2018-09-01,DEEL (CROSSMOLINA)_040,7.7,55.75,159.0
2018-09-01,DEEL (CROSSMOLINA)_050,7.7,55.4,259.0
2018-09-01,DARGLE_030,7.9,56.35,277.0
2018-09-01,MOY_080,8.2,55.9,532.0
2018-09-01,SWINFORD_010,8.1,53.1,624.0
2018-09-01,POLLAGH_010,7.8,53.9,537.0
2018-09-01,Carrick on Shannon,7.1,43.9,640.0
2018-09-01,MANULLA_020,7.7,44.8,530.0
2018-09-01,CROSS ROADS STREAM_010,7.7,55.45,239.0
2018-09-01,TRIMOGE_010,7.9,50.55,522.0
2018-09-01,LEE (CORK)_020,6.9,54.4,74.0
2018-09-01,LEE (CORK)_020,6.9,54.4,74.0
2018-09-01,Carrick on Shannon,7.1,43.9,640.0
2018-09-01,SPADDAGH_010,7.9,51.85,478.0
2018-09-01,BURN DAURNETT_010,7.2,53.85,156.0
2018-09-01,BURN DAURNETT_010,7.3,53.85,109.0
2018-09-01,CLOONAGHMORE_040,8.0,55.6,337.0
2018-09-01,SPADDAGH_010,8.1,56.0,506.0
2018-09-01,POLLAGH_040,8.0,52.05,533.0
2018-09-01,LEAFFONY_020,8.3,51.25,642.0
2018-09-01,CORROY_010,7.7,44.7,665.0
2018-09-01,MANULLA_040,8.0,52.3,579.0
2018-09-01,MANULLA_040,8.1,52.4,591.0
2018-09-01,DRIPSEY_020,7.2,54.8,170.0
2018-09-01,CLYDAGH (CASTLEBAR)_020,7.7,54.8,169.0
2018-09-01,MOY_100,8.3,55.1,317.0
2018-09-01,MANULLA_020,7.7,43.0,529.0
2018-09-01,CLOONAGHMORE_060,8.0,53.55,450.0
2018-09-01,DRIPSEY_020,7.6,57.55,191.0
2018-09-01,TRIMOGE_020,8.0,54.45,633.0
2018-09-01,Clare-Corrib,6.8,17.75,738.0
2018-09-01,FINN (DONEGAL)_080,7.0,52.25,109.0
2018-09-01,SULLANE_020,7.2,54.15,108.0
2018-09-01,LEAFFONY_010,7.9,44.15,565.0
2018-09-01,Ballyshannon East,7.1,6.7,866.0
2018-09-01,TRIMOGE_030,8.3,57.1,513.0
2018-09-01,DRIPSEY_010,7.0,54.55,101.0
2018-09-01,MOY_090,8.2,53.3,462.0
2018-09-01,Clare-Corrib,7.0,7.2,684.0
2018-09-01,POLLAGH_030,7.9,49.5,531.0
2018-09-01,MOY_090,8.2,47.7,456.0
2018-09-01,CARROWKERIBLY LOUGH STREAM_010,8.1,55.05,298.0
2018-09-01,MOY_120,8.2,52.1,311.0
2018-09-01,MOY_120,8.1,52.05,320.0
2018-09-01,DARGLE_030,7.9,56.35,277.0
2018-09-01,Bredagh,7.1,37.2,660.0
2018-10-01,Ballinhassig East,5.7,47.3,211.0
2018-10-01,Ballinhassig East,6.6,2.2,221.0
2018-10-01,Belmullet,6.1,8.3,269.0
2018-10-01,Belmullet,6.5,2.8,658.0
2018-10-01,Belmullet,6.8,1.65,614.0
2018-10-01,Belmullet,5.8,25.0,326.0
2018-10-01,CARRIGANS_010,8.1,50.35,441.0
2018-10-01,GWDTE-Caherglassaun Turlough (SAC000238),7.6,44.3,210.0
2018-10-01,Lee Valley Gravels,7.3,7.2,510.0
2018-10-01,Carrick on Shannon,7.1,29.5,651.0
2018-10-01,BELLAWADDY_010,8.2,56.8,608.0
2018-10-01,DARGLE_030,7.8,55.75,186.0
2018-10-01,Ballinhassig East,7.6,1.7,423.0
2018-10-01,LEE (CORK)_080,7.5,51.95,187.0
2018-10-01,ASKANAGAP STREAM_010,6.9,58.3,93.0
2018-10-01,Ballinhassig East,7.5,1.65,581.0
2018-10-01,CORROY_010,7.5,45.4,540.0
2018-10-01,FINN (DONEGAL)_080,6.8,53.85,84.0
2018-10-01,CASTLEBAR_020,7.7,45.4,378.0
2018-10-01,OWENNACURRA_040,7.9,55.8,268.0
2018-10-01,CARRIGAHORIG STREAM_010,8.2,48.0,659.0
2018-10-01,Belmullet,6.8,1.65,614.0
2018-10-01,Glenville,6.4,32.2,314.0
2018-10-01,Castlebar,8.0,53.15,332.0
2018-10-01,Ballinhassig East,8.0,30.55,304.0
2018-10-01,Glenville,7.0,29.9,512.0
2018-10-01,GRANEY (SHANNON)_050,7.7,48.8,248.0
2018-10-01,DEEL (CROSSMOLINA)_050,7.8,53.7,426.0
2018-10-01,BEHY (NORTH MAYO)_010,7.7,56.5,505.0
2018-10-01,LEE (CORK)_040,7.6,52.65,92.0
2018-10-01,BEHY (NORTH MAYO)_010,7.7,56.5,505.0
2018-10-01,GLORE (MAYO)_020,8.2,52.65,589.0
2018-10-01,Belmullet,7.2,55.45,180.0
2018-10-01,EIGNAGH_030,7.8,49.8,193.0
2018-10-01,Belmullet,5.8,18.3,301.0
2018-10-01,EIGNAGH_030,7.8,49.8,193.0
2018-10-01,Belmullet,6.4,2.75,526.0
2018-10-01,Belmullet,7.4,1.15,735.0
2018-10-01,Belmullet,6.5,1.65,528.0
2018-10-01,LEE (CORK)_040,7.6,52.65,92.0
2018-10-01,CASTLEBAR_040,7.9,46.0,498.0
2018-10-01,GRANEY (SHANNON)_050,7.7,48.8,248.0
2018-10-01,Ballinhassig East,7.5,1.65,581.0
2018-10-01,Ballinhassig East,7.6,1.7,423.0
2018-10-01,SPADDAGH_010,8.1,52.65,485.0
2018-10-01,DEEL (CROSSMOLINA)_050,7.8,53.7,426.0
2018-10-01,GWDTE-Caherglassaun Turlough (SAC000238),7.6,44.3,210.0
2018-10-01,ST JOHNSTON_010,7.6,54.6,142.0
2018-10-01,Ballinhassig East,6.8,47.2,274.0
2018-10-01,BALLYCREEN BROOK_020,7.0,58.35,80.0
2018-10-01,Levally,7.7,53.3,142.0
2018-10-01,LEE (CORK)_040,7.6,52.65,92.0
2018-10-01,LEE (CORK)_020,7.8,55.0,73.0
2018-10-01,Belmullet,7.1,1.65,738.0
2018-10-01,CAMCOR_050,8.2,54.55,546.0
2018-10-01,EIGNAGH_010,7.3,53.1,111.0
2018-10-01,SWILLY BURN_010,7.7,49.9,253.0
2018-10-01,GLORE (MAYO)_020,8.2,52.65,589.0
2018-10-01,Belmullet,7.1,1.65,738.0
2018-10-01,Ballinhassig East,6.8,47.2,274.0
2018-10-01,KILMACANOGE_010,7.7,44.9,511.0
2018-10-01,DUNGOURNEY_020,7.9,53.45,506.0
2018-10-01,Carrigdrohid,6.9,46.45,131.0
2018-10-01,Carrigdrohid,7.1,47.65,127.0
2018-10-01,Carrigdrohid,7.2,49.95,114.0
2018-10-01,MOY_090,8.0,49.9,406.0
2018-10-01,MOY_090,8.1,49.95,404.0
2018-10-01,SULLANE_050,7.5,53.25,131.0
2018-10-01,Cahersiveen,6.4,26.0,355.0
2018-10-01,DARGLE_010,6.9,55.2,81.0
2018-10-01,FINN (DONEGAL)_080,6.8,53.85,84.0
2018-10-01,Inniscarra,7.5,47.45,154.0
2018-10-01,Inniscarra,7.4,47.0,139.0
2018-10-01,AVONMORE_040,5.9,55.7,54.0
2018-10-01,Inniscarra,7.3,47.0,135.0
2018-10-01,BUTLERSTOWN_030,7.7,52.1,298.0
2018-10-01,BUTLERSTOWN_020,7.6,47.8,296.0
2018-10-01,River Foyle,6.8,2.2,558.0
2018-10-01,River Foyle,6.0,2.8,333.0
2018-10-01,River Foyle,7.6,2.2,519.0
2018-10-01,River Foyle,5.9,7.2,229.0
2018-10-01,River Foyle,7.4,52.2,276.0
2018-10-01,Inniscarra,7.5,49.65,154.0
2018-10-01,MOY_080,8.1,52.65,490.0
2018-10-01,CLYDAGH (CASTLEBAR)_010,7.8,52.35,126.0
2018-10-01,CROSS ROADS STREAM_010,7.6,52.6,275.0
2018-10-01,MOY_120,8.0,55.0,330.0
2018-10-01,SULLANE_050,7.5,53.25,131.0
2018-10-01,Cong-Robe,6.8,13.35,759.0
2018-10-01,Cong-Robe,7.0,28.3,696.0
2018-10-01,Cong-Robe,7.1,28.85,738.0
2018-10-01,TRIMOGE_030,8.2,52.95,456.0
2018-10-01,Foxford,7.3,37.85,571.0
2018-10-01,River Foyle,7.4,52.2,276.0
2018-10-01,River Foyle,5.9,7.2,229.0
2018-10-01,River Foyle,6.8,2.2,558.0
2018-10-01,ASKANAGAP STREAM_010,6.9,58.3,93.0
2018-10-01,BURN DAURNETT_010,7.5,54.9,141.0
2018-10-01,BALLYCREEN BROOK_020,7.0,58.35,80.0
2018-10-01,LEAFFONY_020,8.3,58.45,654.0
2018-10-01,MANULLA_040,8.0,46.6,600.0
2018-10-01,CORROY_010,7.5,45.4,540.0
2018-10-01,LEAFFONY_010,7.8,55.05,463.0
2018-10-01,LEE (CORK)_020,7.8,55.0,73.0
2018-10-01,YELLOW (FOXFORD)_020,8.0,59.2,241.0
2018-10-01,GLENCREE_010,6.6,54.15,69.0
2018-10-01,DUNGOURNEY_020,7.9,53.45,506.0
2018-10-01,LEE (CORK)_090,7.5,50.3,192.0
2018-10-01,BELLAWADDY_010,8.2,56.8,608.0
2018-10-01,Ballinhassig East,6.6,2.2,221.0
2018-10-01,DARGLE_020,7.5,55.85,119.0
2018-10-01,Clare-Corrib,7.1,33.35,719.0
2018-10-01,Ballinhassig East,5.7,47.3,211.0
2018-10-01,GWEESTION_020,8.1,52.15,502.0
2018-10-01,Ballinhassig East,6.0,6.65,239.0
2018-10-01,Ballinhassig East,6.9,2.2,420.0
2018-10-01,Ballinhassig East,6.6,2.2,221.0
2018-10-01,Ballinhassig East,7.1,29.45,552.0
2018-10-01,Ballinhassig East,6.9,2.2,420.0
2018-10-01,Ballinhassig East,6.6,2.2,221.0
2018-10-01,Ballinhassig East,7.1,29.45,552.0
2018-10-01,Ballinhassig East,6.8,47.2,274.0
2018-10-01,MOY_070,7.9,61.15,348.0
2018-10-01,Ballinhassig East,8.0,30.55,304.0
2018-10-01,Ballinhassig East,6.8,47.2,274.0
2018-10-01,Ballinhassig East,8.0,30.55,304.0
2018-10-01,Ballinhassig East,7.1,1.7,356.0
2018-10-01,Ballinhassig East,7.5,1.65,581.0
2018-10-01,Ballinhassig East,7.6,1.7,423.0
2018-10-01,DARGLE_030,7.8,55.1,220.0
2018-10-01,Ballinhassig East,7.6,1.7,423.0
2018-10-01,Ballinhassig East,7.5,1.65,581.0
2018-10-01,LEE (CORK)_080,7.5,51.95,187.0
2018-10-01,Ballinhassig East,8.0,30.55,304.0
2018-10-01,Ballinhassig East,7.1,1.7,356.0
2018-10-01,BELLAWADDY_020,8.4,58.4,668.0
2018-10-01,GLASHABOY (LOUGH MAHON)_010,7.6,53.35,216.0
2018-10-01,GLENFELLY STREAM_010,8.0,55.6,149.0
2018-10-01,Clare-Corrib,7.1,21.05,706.0
2018-10-01,MOY_090,8.1,49.95,404.0
2018-10-01,MOY_090,8.0,49.9,406.0
2018-10-01,MOY_070,7.9,61.15,348.0
2018-10-01,BUTLERSTOWN_030,7.7,52.1,298.0
2018-10-01,CLYDAGH (CASTLEBAR)_010,7.8,52.35,126.0
2018-10-01,LEE (CORK)_040,7.6,52.65,92.0
2018-10-01,BUTLERSTOWN_010,7.7,47.05,299.0
2018-10-01,Ballinhassig West,6.9,8.85,280.0
2018-10-01,CROSS ROADS STREAM_010,7.6,52.6,275.0
2018-10-01,Ballinhassig East,5.7,47.3,211.0
2018-10-01,SHOURNAGH_040,8.0,56.9,286.0
2018-10-01,GLENCULLEN_020,8.1,55.25,337.0
2018-10-01,DARGLE_020,7.5,55.85,119.0
2018-10-01,BUTLERSTOWN_010,7.7,47.05,299.0
2018-10-01,LEE (CORK)_090,7.5,50.3,192.0
2018-10-01,DARGLE_030,7.8,55.75,186.0
2018-10-01,DARGLE_030,7.8,55.1,220.0
2018-10-01,CASTLEBAR_040,7.9,46.0,498.0
2018-10-01,GLASHABOY (LOUGH MAHON)_010,7.6,53.35,216.0
2018-10-01,MANULLA_040,8.0,46.6,600.0
2018-10-01,CAMCOR_020,8.0,53.05,348.0
2018-10-01,BUTLERSTOWN_020,7.6,47.8,296.0
2018-10-01,Ballinhassig East,6.0,6.65,239.0
2018-10-01,Ballinhassig East,5.7,47.3,211.0
2018-10-01,Kilkelly Charlestown,7.4,25.7,557.0
2018-10-01,Belmullet,7.2,55.45,180.0
2018-10-01,TRIMOGE_030,8.2,52.95,456.0
2018-10-01,KILMACANOGE_010,7.7,44.9,511.0
2018-10-01,CASTLEBAR_020,7.7,45.4,378.0
2018-10-01,Ballinhassig West,6.9,8.85,280.0
2018-10-01,SHOURNAGH_030,7.7,58.55,285.0
2018-10-01,GLENCULLEN_020,8.1,55.25,337.0
2018-10-01,Cong-Robe,7.0,28.3,696.0
2018-10-01,YELLOW (FOXFORD)_020,8.0,59.2,241.0
2018-10-01,SHOURNAGH_030,7.7,58.55,285.0
2018-10-01,GWEESTION_020,8.1,52.15,502.0
2018-10-01,LEAFFONY_020,8.3,58.45,654.0
2018-10-01,Washpool,8.1,52.5,395.0
2018-10-01,Swinford,7.2,37.25,418.0
2018-10-01,OWENNACURRA_040,7.9,55.8,268.0
2018-10-01,Swinford,7.5,46.65,507.0
2018-10-01,Carrick on Shannon,7.1,29.5,651.0
2018-10-01,ST JOHNSTON_010,7.6,54.6,142.0
2018-10-01,Wicklow,6.2,43.2,223.0
2018-10-01,LEAFFONY_010,7.8,55.05,463.0
2018-10-01,Kilcullen,7.5,47.85,678.0
2018-10-01,Cong-Robe,6.8,13.35,759.0
2018-10-01,CARRIGAHORIG STREAM_010,8.2,48.0,659.0
2018-10-01,SPADDAGH_010,8.1,52.65,485.0
2018-10-01,MOY_120,8.0,55.0,330.0
2018-10-01,SHOURNAGH_040,8.0,56.9,286.0
2018-10-01,SWILLY BURN_010,7.7,49.9,253.0
2018-10-01,BELLAWADDY_020,8.4,58.4,668.0
2018-10-01,CAMCOR_050,8.2,54.55,546.0
2018-10-01,BURN DAURNETT_010,7.5,54.9,141.0
2018-10-01,CAMCOR_020,8.0,53.05,348.0
2018-10-01,CARRIGANS_010,8.1,50.35,441.0
2018-10-01,Swinford,6.9,31.7,720.0
2018-10-01,Cong-Robe,7.8,47.1,266.0
2018-10-01,Clare-Corrib,7.1,33.35,719.0
2018-10-01,Belmullet,6.4,2.75,526.0
2018-10-01,Clare-Corrib,7.0,25.0,713.0
2018-10-01,Tynagh,7.2,53.7,518.0
2018-10-01,EIGNAGH_010,7.3,53.1,111.0
2018-10-01,Belmullet,7.4,1.15,735.0
2018-10-01,Belmullet,5.8,18.3,301.0
2018-10-01,GLENFELLY STREAM_010,8.0,55.6,149.0
2018-10-01,Clare-Corrib,7.1,21.05,706.0
2018-10-01,Belmullet,6.5,1.65,528.0
2018-10-01,MOY_080,8.1,52.65,490.0
2018-10-01,Cong-Robe,7.1,28.85,738.0
2018-10-01,DARGLE_010,6.9,55.2,81.0
